410nm,435nm,460nm,485nm,510nm,535nm,560nm,585nm,610nm,645nm,680nm,705nm,730nm,760nm,810nm,860nm,900nm,940nm,label
2.1473962246393556,2.082850182352547,2.084066238074589,2.0897234411062757,2.3214151914236782,2.199377573834283,1.8668574924669057,1.7868352246147716,1.9707339266281936,1.6714928549237633,1.6813431882513739,1.482985846519126,1.574775298691221,1.5016191926216271,2.096483358550582,2.290002093229269,1.5969767939789927,1.1107481446177883,PET
1.182145775602527,1.225285170700691,1.1920852824306334,1.3206293748951339,1.3353996837113424,1.2481091964447457,1.2006421612051967,1.2036112209287062,1.2531486981062119,1.20120086714221,1.3189138944679846,1.1060077191528919,1.1605958124821891,1.1630257455722104,1.2000746571806726,1.12009101675324,1.1738198787358678,1.0622716098048892,PET
1.4676958023169993,1.5120954410467902,1.5398924584067653,1.4508454175238614,1.4915992352934442,1.4420042881679238,1.4099809587533445,2.020311792789706,1.375796162683184,1.9387578076440892,1.3104304749247468,1.558983409602749,1.2839656368407135,1.2960225368968108,1.430122164250139,1.405811483782402,1.601034647516442,1.1102681642037997,PET
1.0936529757950233,1.1592156538997138,1.190369513884347,1.224169843055781,1.2318296162644824,1.206979515371088,1.1226111517238053,1.1113329027028878,1.0840891639543486,1.1125455859271218,1.062446262400803,1.0160200877884111,0.9962668570858155,0.9989834920454064,1.19433806915947,1.1466389069379943,1.1982347197036824,0.9989234002946943,PET
1.271753283259642,1.6594913152829793,1.5316393979241532,1.9513482195653586,1.9557296217610662,1.744710773391732,1.3476703178787968,1.2873112846205401,1.3141964674096207,1.2511205709447932,1.1587455976335543,1.1711793731421918,1.143654930605116,1.1670446502007583,1.598091036484071,1.8024205794926005,1.3231539320090917,0.9995986594367368,PET
1.6452110575507926,1.5128969077423902,1.401667251992173,1.7556012473122733,1.7259338851699377,1.4192731846878828,2.9289164340944813,2.7188391516883685,2.161414862751702,2.5803177402784074,1.2268037018636095,1.7180133997546325,1.716398527942608,1.4961772833821407,2.099977454235675,1.8001584673391968,1.5991629094623072,1.1073404940910339,PET
1.6254451893290103,1.561557294575905,1.5328671629809407,1.6224490815357837,1.629450885805366,1.5019117037404766,1.3971177737449623,1.4844196430194878,1.5645644847263516,1.4507030617289611,1.3039628862564034,1.2495025702830205,1.28798343645998,1.3330728505097946,1.4963493607751657,1.210755517256952,1.3967266756983396,1.0038308361052115,PET
1.058745275547527,1.0625796490542359,1.000187485732358,1.0134941769383863,0.9798869275730839,0.9516510194269551,0.9848812184901643,1.0007184991790543,0.9934951719887272,1.017826254447641,1.0462187673197585,0.9990224434880466,1.0183484081852265,1.0020741929568846,0.9975048569462973,0.9909743812637,1.042733024043851,1.031239014659274,PET
1.2391964750230828,1.398174368083797,1.3033177884882954,1.315625632712887,1.4167452312066315,1.3462509525231896,1.128033243258674,1.1692812550232727,1.163966377096863,1.1680202512736835,1.0459119370150005,1.078140102149983,1.158366325768381,1.1628573160706588,1.0969153109350986,1.0017020711109343,1.1753149397435403,1.0605008338839716,PET
3.253021083042133,1.9229824715364818,1.5075095959898264,1.162746165529875,1.464216169941299,1.4884280719435052,1.1964475026368129,1.7641977671265134,1.2995840874296791,1.5773314157234812,1.8391327881883601,1.9229682184238572,1.3032541726731253,1.3347694849964837,1.2007131104130304,1.1181756256337168,1.765765977760088,1.29213609071156,PET
2.3448225812794257,2.3702242641968843,2.405932322703672,2.304559521672815,2.2851640364336414,2.2699158889854116,2.0322959080300893,2.145951085580861,2.220436003604294,2.0165423389093773,2.1724023104227155,1.752516164870047,1.7389094038602118,1.6637933123376623,2.001131736757168,2.045238370153067,1.5974343438466398,1.2258614898513973,PET
1.1813913471940705,1.2714266929720963,1.1856768547237508,1.2324304936858306,1.1911400276994626,1.1351167160353826,1.1821103449605057,1.2633133048957892,1.3571669226456924,1.2195038044262194,1.6112896390060119,1.151340467623512,1.219387300672393,1.1671892744015289,1.2994984527688105,1.236096371058875,1.3635344628062305,1.0628048975438855,PET
1.2196156917301242,2.0785706843810665,2.8087194867350047,2.101247762597948,2.2531259061927487,2.4511299586302377,2.9644209676772504,1.6751962324116207,2.919479801353822,1.3616429351651644,4.998583012088585,4.427272221499598,3.150635843848871,3.2115967451776184,3.226217896596419,4.821842139149497,2.385502232645606,1.1295603443038063,PET
1.2693737375240481,1.3461301792097928,1.3293472246243645,1.4449698222160536,1.5712862481840377,1.4899499938024183,1.5052216826312033,1.5830930749397958,1.539947598412356,1.496415163364691,1.577732068716375,1.250438314782217,1.3174879961722124,1.3309600525976986,1.3996598027896405,1.593559014978005,1.423165345736097,1.0339628999010626,PET
